year,ID
2004,2-267
2005,2-267
2006,2-267
2007,2-267
2008,2-267
2009,2-267
2010,2-267
2011,2-267
2012,2-267
2013,2-267
2014,2-267
2015,2-267
2016,2-267
2017,2-267
2018,2-267
2019,2-267
2020,2-267
2021,2-267
2022,2-267
2023,2-267
1986,2-268
1987,2-268
1988,2-268
1989,2-268
1990,2-268
1993,2-268
2000,2-268
2001,2-268
2002,2-268
2003,2-268
2004,2-268
2005,2-268
2006,2-268
2007,2-268
2008,2-268
2009,2-268
2010,2-268
2011,2-268
2012,2-268
2013,2-268
2014,2-268
2017,2-268
2018,2-268
2019,2-268
2020,2-268
2021,2-268
2022,2-268
2023,2-268
1986,2-275
1987,2-275
1988,2-275
1989,2-275
1990,2-275
1991,2-275
1992,2-275
1993,2-275
1994,2-275
1995,2-275
1997,2-275
1998,2-275
1999,2-275
2000,2-275
2003,2-275
2004,2-275
2007,2-275
2008,2-275
2009,2-275
2010,2-275
2011,2-275
2013,2-275
2015,2-275
2016,2-275
2017,2-275
2018,2-275
2020,2-275
2021,2-275
2022,2-275
2023,2-275
1967,2-279
1968,2-279
1969,2-279
1970,2-279
1971,2-279
1972,2-279
1973,2-279
1974,2-279
1976,2-279
1978,2-279
1982,2-279
1983,2-279
1985,2-279
1986,2-279
1988,2-279
1990,2-279
1991,2-279
1992,2-279
1995,2-279
1996,2-279
1999,2-279
2000,2-279
2001,2-279
2002,2-279
2003,2-279
2004,2-279
2005,2-279
2006,2-279
2007,2-279
2008,2-279
2009,2-279
2010,2-279
2011,2-279
2012,2-279
2013,2-279
2014,2-279
2015,2-279
2016,2-279
2017,2-279
2018,2-279
2019,2-279
2020,2-279
2021,2-279
2022,2-279
2023,2-279
1999,2-28
2000,2-28
2001,2-28
2002,2-28
2003,2-28
2004,2-28
2005,2-28
2006,2-28
2007,2-28
2008,2-28
2009,2-28
2010,2-28
2011,2-28
2012,2-28
2013,2-28
2014,2-28
2015,2-28
2016,2-28
2017,2-28
2018,2-28
2019,2-28
2020,2-28
2021,2-28
2022,2-28
2023,2-28
1986,2-280
1987,2-280
1988,2-280
1989,2-280
1990,2-280
1991,2-280
1992,2-280
1993,2-280
1994,2-280
1995,2-280
1999,2-280
2001,2-280
2005,2-280
2007,2-280
2008,2-280
2009,2-280
2010,2-280
2011,2-280
2012,2-280
2013,2-280
2014,2-280
2015,2-280
2016,2-280
2017,2-280
2018,2-280
2019,2-280
2020,2-280
2021,2-280
2022,2-280
2023,2-280
1999,2-284
2000,2-284
2001,2-284
2002,2-284
2003,2-284
2004,2-284
2005,2-284
2006,2-284
2007,2-284
2008,2-284
2009,2-284
2010,2-284
2011,2-284
2012,2-284
2013,2-284
2014,2-284
2015,2-284
2016,2-284
2017,2-284
2018,2-284
2019,2-284
2020,2-284
2021,2-284
2022,2-284
2023,2-284
1967,2-287
1968,2-287
1969,2-287
1974,2-287
1975,2-287
1976,2-287
1977,2-287
1978,2-287
1979,2-287
1980,2-287
1981,2-287
1982,2-287
1983,2-287
1984,2-287
1985,2-287
1986,2-287
1987,2-287
1988,2-287
1989,2-287
1990,2-287
1991,2-287
1992,2-287
1993,2-287
1994,2-287
1995,2-287
1997,2-287
1998,2-287
1999,2-287
2001,2-287
2002,2-287
1967,2-288
1968,2-288
1969,2-288
1970,2-288
1971,2-288
1972,2-288
1973,2-288
1974,2-288
1975,2-288
1976,2-288
1977,2-288
1978,2-288
1979,2-288
1980,2-288
1981,2-288
1982,2-288
1983,2-288
1984,2-288
1985,2-288
1987,2-288
1988,2-288
1989,2-288
1990,2-288
1991,2-288
1992,2-288
1993,2-288
1997,2-288
1998,2-288
1999,2-288
2000,2-288
2001,2-288
1986,2-290
1987,2-290
1988,2-290
1989,2-290
1990,2-290
1991,2-290
1992,2-290
1993,2-290
1994,2-290
1995,2-290
1996,2-290
1997,2-290
1998,2-290
1999,2-290
2000,2-290
2001,2-290
2002,2-290
2003,2-290
2004,2-290
2005,2-290
2006,2-290
2007,2-290
2008,2-290
2009,2-290
2010,2-290
2011,2-290
2012,2-290
2013,2-290
2014,2-290
2015,2-290
2016,2-290
2017,2-290
2018,2-290
2019,2-290
2020,2-290
2021,2-290
2022,2-290
2023,2-290
1988,2-291
1989,2-291
1990,2-291
1991,2-291
1992,2-291
1993,2-291
1994,2-291
1995,2-291
1996,2-291
1997,2-291
1998,2-291
1999,2-291
2000,2-291
2001,2-291
2002,2-291
2003,2-291
2004,2-291
2005,2-291
2006,2-291
2007,2-291
2008,2-291
2009,2-291
2011,2-291
2012,2-291
2013,2-291
2014,2-291
2015,2-291
2016,2-291
2017,2-291
2018,2-291
2019,2-291
2020,2-291
2021,2-291
2022,2-291
2023,2-291
1987,2-32
1988,2-32
1989,2-32
1990,2-32
1991,2-32
1992,2-32
1993,2-32
1994,2-32
1996,2-32
1997,2-32
1998,2-32
1999,2-32
2000,2-32
2001,2-32
2002,2-32
2004,2-32
2005,2-32
2006,2-32
2007,2-32
2008,2-32
2009,2-32
2010,2-32
2011,2-32
2012,2-32
2013,2-32
2014,2-32
2015,2-32
2016,2-32
2017,2-32
2018,2-32
2019,2-32
2020,2-32
2021,2-32
2022,2-32
2023,2-32
1971,2-323
1972,2-323
1973,2-323
1974,2-323
1975,2-323
1976,2-323
1977,2-323
1978,2-323
1979,2-323
1980,2-323
1981,2-323
1985,2-323
1987,2-323
1988,2-323
1989,2-323
1990,2-323
1991,2-323
1992,2-323
1993,2-323
1994,2-323
1995,2-323
1996,2-323
1997,2-323
1998,2-323
1999,2-323
2000,2-323
2001,2-323
2002,2-323
2003,2-323
2004,2-323
2005,2-323
2006,2-323
2008,2-323
2009,2-323
2010,2-323
2011,2-323
2012,2-323
2013,2-323
2014,2-323
2015,2-323
2016,2-323
2017,2-323
2018,2-323
2019,2-323
2020,2-323
2021,2-323
2022,2-323
2023,2-323
1971,2-329
1972,2-329
1973,2-329
1974,2-329
1975,2-329
1976,2-329
1977,2-329
1978,2-329
1979,2-329
1980,2-329
1981,2-329
1982,2-329
1984,2-329
1985,2-329
1986,2-329
1987,2-329
1988,2-329
1989,2-329
1990,2-329
1991,2-329
1992,2-329
1993,2-329
1994,2-329
1995,2-329
1997,2-329
1998,2-329
1999,2-329
2000,2-329
2001,2-329
1972,2-331
1973,2-331
1974,2-331
1975,2-331
1980,2-331
1981,2-331
1982,2-331
1983,2-331
1984,2-331
1985,2-331
1987,2-331
1988,2-331
1989,2-331
1990,2-331
1991,2-331
1992,2-331
1993,2-331
1994,2-331
1995,2-331
1996,2-331
1997,2-331
1998,2-331
1986,2-415
1987,2-415
1988,2-415
1989,2-415
1990,2-415
1991,2-415
1992,2-415
1997,2-415
2008,2-415
2009,2-415
2010,2-415
2011,2-415
2012,2-415
2013,2-415
2014,2-415
2015,2-415
2016,2-415
2017,2-415
2018,2-415
2019,2-415
2020,2-415
2021,2-415
2022,2-415
2023,2-415
1992,2-439
1998,2-439
1999,2-439
2000,2-439
2001,2-439
2002,2-439
2003,2-439
2004,2-439
2005,2-439
2006,2-439
2007,2-439
2008,2-439
2009,2-439
2010,2-439
2011,2-439
2012,2-439
2013,2-439
2014,2-439
2015,2-439
2016,2-439
2017,2-439
2018,2-439
2019,2-439
2020,2-439
2021,2-439
2022,2-439
2023,2-439
1996,2-451
2000,2-451
2001,2-451
2002,2-451
2004,2-451
2005,2-451
2006,2-451
2007,2-451
2008,2-451
2009,2-451
2011,2-451
2012,2-451
2013,2-451
2014,2-451
2015,2-451
2016,2-451
2017,2-451
2018,2-451
2019,2-451
2020,2-451
2021,2-451
2022,2-451
2023,2-451
1987,2-463
1989,2-463
1990,2-463
1991,2-463
1993,2-463
1994,2-463
1997,2-463
1998,2-463
1999,2-463
2000,2-463
2001,2-463
2002,2-463
2003,2-463
2004,2-463
2005,2-463
2006,2-463
2007,2-463
2008,2-463
2009,2-463
2010,2-463
2011,2-463
2012,2-463
2014,2-463
2015,2-463
2016,2-463
2017,2-463
2018,2-463
2019,2-463
2020,2-463
2021,2-463
2022,2-463
2023,2-463
1987,2-464
1988,2-464
1989,2-464
1990,2-464
1992,2-464
1993,2-464
1997,2-464
1998,2-464
1999,2-464
2000,2-464
2001,2-464
2002,2-464
2003,2-464
2004,2-464
2005,2-464
2006,2-464
2007,2-464
2008,2-464
2010,2-464
2011,2-464
2012,2-464
2013,2-464
2014,2-464
2015,2-464
2016,2-464
2017,2-464
2018,2-464
2019,2-464
2020,2-464
2021,2-464
2022,2-464
2023,2-464
1998,2-479
1999,2-479
2000,2-479
2001,2-479
2003,2-479
2004,2-479
2005,2-479
2006,2-479
2007,2-479
2008,2-479
2009,2-479
2010,2-479
2011,2-479
2012,2-479
2013,2-479
2014,2-479
2015,2-479
2016,2-479
2017,2-479
2018,2-479
2019,2-479
2020,2-479
2021,2-479
2022,2-479
2023,2-479
1987,2-607
1988,2-607
1989,2-607
1991,2-607
1992,2-607
1999,2-607
2000,2-607
2001,2-607
2002,2-607
2003,2-607
2004,2-607
2005,2-607
2006,2-607
2007,2-607
2008,2-607
2009,2-607
2010,2-607
2011,2-607
2013,2-607
2014,2-607
2015,2-607
2016,2-607
2017,2-607
2018,2-607
2019,2-607
2020,2-607
2021,2-607
2022,2-607
2023,2-607
1998,2-61
2000,2-61
2003,2-61
2004,2-61
2005,2-61
2007,2-61
2008,2-61
2009,2-61
2010,2-61
2011,2-61
2012,2-61
2013,2-61
2014,2-61
2015,2-61
2016,2-61
2017,2-61
2018,2-61
2019,2-61
2020,2-61
2021,2-61
2022,2-61
2023,2-61
1986,2-614
1987,2-614
1988,2-614
1989,2-614
1990,2-614
1991,2-614
1992,2-614
1993,2-614
1994,2-614
1995,2-614
1996,2-614
1997,2-614
1999,2-614
2000,2-614
2001,2-614
2002,2-614
2003,2-614
2005,2-614
2006,2-614
2007,2-614
2008,2-614
2009,2-614
2010,2-614
2011,2-614
2012,2-614
2013,2-614
2014,2-614
2015,2-614
2016,2-614
2017,2-614
2000,2-616
2001,2-616
2002,2-616
2004,2-616
2005,2-616
2006,2-616
2007,2-616
2008,2-616
2009,2-616
2010,2-616
2011,2-616
2012,2-616
2013,2-616
2014,2-616
2015,2-616
2016,2-616
2017,2-616
2018,2-616
2019,2-616
2020,2-616
2021,2-616
2022,2-616
2023,2-616
1999,2-633
2000,2-633
2001,2-633
2002,2-633
2003,2-633
2004,2-633
2005,2-633
2006,2-633
2007,2-633
2008,2-633
2009,2-633
2011,2-633
2013,2-633
2014,2-633
2015,2-633
2016,2-633
2017,2-633
2018,2-633
2019,2-633
2020,2-633
2021,2-633
2022,2-633
2023,2-633
2001,2-634
2002,2-634
2003,2-634
2004,2-634
2005,2-634
2006,2-634
2007,2-634
2008,2-634
2009,2-634
2010,2-634
2011,2-634
2012,2-634
2013,2-634
2014,2-634
2015,2-634
2016,2-634
2017,2-634
2018,2-634
2019,2-634
2020,2-634
2021,2-634
2022,2-634
2023,2-634
1985,20-2
1986,20-2
1987,20-2
1988,20-2
1989,20-2
1991,20-2
1993,20-2
1994,20-2
1995,20-2
1996,20-2
1997,20-2
1998,20-2
1999,20-2
2000,20-2
2001,20-2
2002,20-2
2003,20-2
2004,20-2
2005,20-2
2006,20-2
2007,20-2
2008,20-2
2009,20-2
2010,20-2
2011,20-2
2012,20-2
2013,20-2
2014,20-2
2015,20-2
2016,20-2
2017,20-2
2018,20-2
2019,20-2
2020,20-2
2021,20-2
2022,20-2
2023,20-2
1987,20-3
1988,20-3
1989,20-3
1990,20-3
1991,20-3
1992,20-3
1993,20-3
1995,20-3
1997,20-3
1998,20-3
1999,20-3
2000,20-3
2001,20-3
2002,20-3
2003,20-3
2004,20-3
2005,20-3
2006,20-3
2007,20-3
2008,20-3
2009,20-3
2010,20-3
2011,20-3
2012,20-3
2013,20-3
2014,20-3
2015,20-3
2016,20-3
2017,20-3
2018,20-3
2019,20-3
2020,20-3
2021,20-3
2022,20-3
2023,20-3
1991,200-4
1993,200-4
1994,200-4
1995,200-4
1996,200-4
1998,200-4
1999,200-4
2000,200-4
2002,200-4
2003,200-4
2004,200-4
2005,200-4
2006,200-4
2008,200-4
2009,200-4
2010,200-4
2011,200-4
2013,200-4
2014,200-4
2015,200-4
2016,200-4
2017,200-4
2018,200-4
2019,200-4
2020,200-4
2021,200-4
2022,200-4
2023,200-4
1989,203-2
1990,203-2
1991,203-2
1992,203-2
1993,203-2
1994,203-2
1995,203-2
1996,203-2
1997,203-2
1998,203-2
1999,203-2
2000,203-2
2001,203-2
2002,203-2
2003,203-2
2004,203-2
2005,203-2
2006,203-2
2007,203-2
2008,203-2
2009,203-2
2010,203-2
2012,203-2
2013,203-2
2014,203-2
2015,203-2
2016,203-2
2017,203-2
2018,203-2
2019,203-2
2020,203-2
2021,203-2
2022,203-2
2023,203-2
1972,206-3
1973,206-3
1974,206-3
1975,206-3
1976,206-3
1977,206-3
1979,206-3
1980,206-3
1982,206-3
1983,206-3
1984,206-3
1985,206-3
1987,206-3
1988,206-3
1989,206-3
1990,206-3
1991,206-3
1992,206-3
1997,206-3
1998,206-3
1999,206-3
2000,206-3
2001,206-3
2002,206-3
2003,206-3
2005,206-3
2006,206-3
2007,206-3
2008,206-3
2009,206-3
2010,206-3
2011,206-3
2012,206-3
2013,206-3
2014,206-3
2015,206-3
2016,206-3
2017,206-3
2018,206-3
2019,206-3
2020,206-3
2021,206-3
2022,206-3
2023,206-3
1985,208-2
1990,208-2
1991,208-2
1992,208-2
1993,208-2
1994,208-2
1995,208-2
1996,208-2
1997,208-2
1998,208-2
1999,208-2
2000,208-2
2002,208-2
2003,208-2
2004,208-2
2005,208-2
2006,208-2
2007,208-2
2008,208-2
2009,208-2
2010,208-2
2012,208-2
2013,208-2
2014,208-2
2015,208-2
2016,208-2
2017,208-2
2018,208-2
2019,208-2
2020,208-2
2021,208-2
2022,208-2
2023,208-2
1986,208-3
1987,208-3
1988,208-3
1989,208-3
1990,208-3
1991,208-3
1992,208-3
1993,208-3
1994,208-3
1995,208-3
1998,208-3
1999,208-3
2000,208-3
2001,208-3
2002,208-3
2003,208-3
2004,208-3
2005,208-3
2006,208-3
2007,208-3
2008,208-3
2009,208-3
2010,208-3
2011,208-3
2012,208-3
2013,208-3
2014,208-3
2015,208-3
2016,208-3
2017,208-3
2018,208-3
2019,208-3
2020,208-3
2021,208-3
2022,208-3
2023,208-3
1974,21-47
1975,21-47
1977,21-47
1984,21-47
1989,21-47
1990,21-47
1991,21-47
1992,21-47
1993,21-47
1994,21-47
1995,21-47
1996,21-47
1997,21-47
1998,21-47
1999,21-47
2000,21-47
2002,21-47
2003,21-47
2004,21-47
2005,21-47
2007,21-47
2008,21-47
2014,21-47
2015,21-47
2016,21-47
2017,21-47
2018,21-47
2019,21-47
2020,21-47
2021,21-47
2022,21-47
2023,21-47
1985,212-10
1986,212-10
1987,212-10
1988,212-10
1989,212-10
1990,212-10
1991,212-10
1992,212-10
1993,212-10
1995,212-10
1997,212-10
1999,212-10
2000,212-10
2004,212-10
2005,212-10
2006,212-10
2007,212-10
2008,212-10
2009,212-10
2011,212-10
2012,212-10
2013,212-10
2014,212-10
2015,212-10
2016,212-10
2017,212-10
2018,212-10
2019,212-10
2020,212-10
2021,212-10
2022,212-10
2023,212-10
1986,212-11
1987,212-11
1988,212-11
1989,212-11
1990,212-11
1991,212-11
1992,212-11
1993,212-11
1994,212-11
1995,212-11
1996,212-11
1997,212-11
1998,212-11
1999,212-11
2000,212-11
2001,212-11
2002,212-11
2006,212-11
2007,212-11
2008,212-11
2009,212-11
2010,212-11
2011,212-11
2012,212-11
2013,212-11
2014,212-11
2015,212-11
2016,212-11
2017,212-11
2018,212-11
2019,212-11
2020,212-11
2021,212-11
2022,212-11
2023,212-11
1991,212-48
1994,212-48
1995,212-48
1996,212-48
1997,212-48
1998,212-48
1999,212-48
2000,212-48
2001,212-48
2002,212-48
2003,212-48
2004,212-48
2005,212-48
2006,212-48
2007,212-48
2008,212-48
2009,212-48
2010,212-48
2011,212-48
2012,212-48
2013,212-48
2014,212-48
2016,212-48
2017,212-48
2018,212-48
2019,212-48
2020,212-48
2021,212-48
2022,212-48
2023,212-48
1993,212-49
1994,212-49
1995,212-49
1996,212-49
1997,212-49
1998,212-49
1999,212-49
2000,212-49
2001,212-49
2003,212-49
2004,212-49
2005,212-49
2006,212-49
2007,212-49
2008,212-49
2009,212-49
2010,212-49
2011,212-49
2012,212-49
2013,212-49
2014,212-49
2015,212-49
2016,212-49
2017,212-49
2018,212-49
2019,212-49
2020,212-49
2021,212-49
2022,212-49
2023,212-49
1981,213-2
1982,213-2
1983,213-2
1984,213-2
1985,213-2
1986,213-2
1987,213-2
1988,213-2
1989,213-2
1990,213-2
1991,213-2
1994,213-2
1995,213-2
1998,213-2
1999,213-2
2000,213-2
2001,213-2
2002,213-2
2003,213-2
2004,213-2
2006,213-2
2007,213-2
2008,213-2
2009,213-2
2011,213-2
2012,213-2
2013,213-2
2014,213-2
2015,213-2
2016,213-2
2017,213-2
2018,213-2
2019,213-2
2020,213-2
2021,213-2
2022,213-2
2023,213-2
1980,213-4
1981,213-4
1982,213-4
1983,213-4
1984,213-4
1985,213-4
1986,213-4
1987,213-4
1988,213-4
1989,213-4
1990,213-4
1991,213-4
1993,213-4
1994,213-4
1997,213-4
1998,213-4
1999,213-4
2000,213-4
2001,213-4
2002,213-4
2003,213-4
2004,213-4
2005,213-4
2006,213-4
2007,213-4
2008,213-4
2009,213-4
2010,213-4
2011,213-4
2012,213-4
2013,213-4
2014,213-4
2015,213-4
2016,213-4
2018,213-4
2019,213-4
2020,213-4
2021,213-4
2022,213-4
2023,213-4
1974,22-22
1975,22-22
1976,22-22
1977,22-22
1978,22-22
1980,22-22
1981,22-22
1982,22-22
1983,22-22
1984,22-22
1985,22-22
1986,22-22
1987,22-22
1988,22-22
1989,22-22
1990,22-22
1991,22-22
1993,22-22
1994,22-22
1995,22-22
1996,22-22
1997,22-22
1998,22-22
1999,22-22
2000,22-22
2001,22-22
2002,22-22
2003,22-22
2004,22-22
2005,22-22
2006,22-22
2007,22-22
2008,22-22
2009,22-22
2010,22-22
2011,22-22
2012,22-22
2013,22-22
2014,22-22
2015,22-22
2016,22-22
2017,22-22
2018,22-22
2019,22-22
2020,22-22
2021,22-22
2022,22-22
2023,22-22
1994,223-1
1995,223-1
1996,223-1
1997,223-1
1998,223-1
1999,223-1
2000,223-1
2001,223-1
2004,223-1
2005,223-1
2006,223-1
2007,223-1
2008,223-1
2009,223-1
2010,223-1
2011,223-1
2012,223-1
2013,223-1
2014,223-1
2015,223-1
2016,223-1
2017,223-1
2018,223-1
2019,223-1
2020,223-1
2021,223-1
2022,223-1
2023,223-1
1990,234-13
1991,234-13
1992,234-13
1993,234-13
1994,234-13
1995,234-13
1996,234-13
1997,234-13
1998,234-13
1999,234-13
2000,234-13
2001,234-13
2002,234-13
2003,234-13
2004,234-13
2005,234-13
2006,234-13
2007,234-13
2008,234-13
2009,234-13
2010,234-13
2011,234-13
2012,234-13
2013,234-13
2014,234-13
2015,234-13
2016,234-13
2017,234-13
2018,234-13
2019,234-13
2020,234-13
2021,234-13
2022,234-13
2023,234-13
1992,234-18
1993,234-18
1994,234-18
1995,234-18
1996,234-18
1997,234-18
1998,234-18
1999,234-18
2000,234-18
2001,234-18
2002,234-18
2003,234-18
2004,234-18
2005,234-18
2006,234-18
2007,234-18
2008,234-18
2009,234-18
2010,234-18
2011,234-18
2012,234-18
2013,234-18
2014,234-18
2015,234-18
2016,234-18
2017,234-18
2018,234-18
2019,234-18
2020,234-18
2021,234-18
2022,234-18
2023,234-18
1981,237-1
1982,237-1
1983,237-1
1984,237-1
1991,237-1
1993,237-1
1994,237-1
1995,237-1
1997,237-1
1998,237-1
1999,237-1
2000,237-1
2001,237-1
2002,237-1
2003,237-1
2004,237-1
2005,237-1
2006,237-1
2008,237-1
2009,237-1
2010,237-1
2012,237-1
2013,237-1
2014,237-1
2015,237-1
2016,237-1
2017,237-1
2018,237-1
2019,237-1
2020,237-1
2021,237-1
2022,237-1
2023,237-1
1995,24-8
1996,24-8
1997,24-8
1998,24-8
1999,24-8
2000,24-8
2001,24-8
2002,24-8
2003,24-8
2004,24-8
2005,24-8
2006,24-8
2007,24-8
2008,24-8
2009,24-8
2010,24-8
2011,24-8
2012,24-8
2013,24-8
2014,24-8
2015,24-8
2016,24-8
2017,24-8
2018,24-8
2019,24-8
2020,24-8
2021,24-8
2022,24-8
2023,24-8
1995,24-9
1996,24-9
1997,24-9
1998,24-9
1999,24-9
2000,24-9
2001,24-9
2002,24-9
2003,24-9
2004,24-9
2005,24-9
2006,24-9
2007,24-9
2008,24-9
2009,24-9
2010,24-9
2011,24-9
2012,24-9
2013,24-9
2014,24-9
2015,24-9
2016,24-9
2017,24-9
2018,24-9
2019,24-9
2020,24-9
2021,24-9
2022,24-9
2023,24-9
1985,244-2
1986,244-2
1987,244-2
1988,244-2
1989,244-2
1990,244-2
1991,244-2
1992,244-2
1993,244-2
1994,244-2
1995,244-2
1996,244-2
1997,244-2
1998,244-2
1999,244-2
2000,244-2
2001,244-2
2002,244-2
2003,244-2
2004,244-2
2005,244-2
2006,244-2
2007,244-2
2008,244-2
2009,244-2
2010,244-2
2012,244-2
2013,244-2
2014,244-2
2015,244-2
2016,244-2
2017,244-2
2018,244-2
2019,244-2
2020,244-2
2021,244-2
2022,244-2
2023,244-2
1985,246-9
1986,246-9
1987,246-9
1988,246-9
1989,246-9
1990,246-9
1991,246-9
1992,246-9
1994,246-9
1995,246-9
1996,246-9
1997,246-9
1998,246-9
1999,246-9
2000,246-9
2001,246-9
2002,246-9
2003,246-9
2004,246-9
2006,246-9
2007,246-9
2008,246-9
2009,246-9
2010,246-9
2011,246-9
2012,246-9
2013,246-9
2014,246-9
2015,246-9
2016,246-9
2017,246-9
2018,246-9
2019,246-9
2020,246-9
2021,246-9
2022,246-9
2023,246-9
1987,25-24
1988,25-24
1989,25-24
1990,25-24
1991,25-24
1992,25-24
1993,25-24
1995,25-24
1996,25-24
1997,25-24
1998,25-24
2000,25-24
2001,25-24
2002,25-24
2003,25-24
2004,25-24
2005,25-24
2006,25-24
2007,25-24
2008,25-24
2010,25-24
2014,25-24
2015,25-24
2016,25-24
2017,25-24
2018,25-24
2019,25-24
2020,25-24
2021,25-24
2023,25-24
1987,25-30
1988,25-30
1989,25-30
1990,25-30
1991,25-30
1992,25-30
1993,25-30
1994,25-30
1995,25-30
1996,25-30
1998,25-30
1999,25-30
2000,25-30
2001,25-30
2002,25-30
2003,25-30
2004,25-30
2005,25-30
2006,25-30
2007,25-30
2008,25-30
2009,25-30
2010,25-30
2011,25-30
2012,25-30
2013,25-30
2014,25-30
2015,25-30
2016,25-30
2017,25-30
2018,25-30
1971,26-20
1972,26-20
1973,26-20
1974,26-20
1975,26-20
1976,26-20
1977,26-20
1978,26-20
1979,26-20
1980,26-20
1981,26-20
1982,26-20
1983,26-20
1984,26-20
1985,26-20
1986,26-20
1987,26-20
1988,26-20
1989,26-20
1990,26-20
1991,26-20
1992,26-20
1993,26-20
1994,26-20
1995,26-20
1996,26-20
1997,26-20
1998,26-20
1999,26-20
2000,26-20
2001,26-20
2002,26-20
2003,26-20
2004,26-20
2005,26-20
2006,26-20
2007,26-20
2008,26-20
2010,26-20
2014,26-20
2015,26-20
2017,26-20
2018,26-20
2019,26-20
2020,26-20
2023,26-20
1971,26-21
1972,26-21
1973,26-21
1974,26-21
1975,26-21
1976,26-21
1977,26-21
1978,26-21
1979,26-21
1980,26-21
1981,26-21
1982,26-21
1983,26-21
1984,26-21
1985,26-21
1986,26-21
1987,26-21
1988,26-21
1989,26-21
1990,26-21
1991,26-21
1992,26-21
1993,26-21
1994,26-21
1995,26-21
1996,26-21
1997,26-21
1998,26-21
1999,26-21
2000,26-21
2001,26-21
2002,26-21
2003,26-21
2004,26-21
2006,26-21
2007,26-21
2008,26-21
2010,26-21
1978,26-29
1980,26-29
1981,26-29
1982,26-29
1983,26-29
1985,26-29
1986,26-29
1988,26-29
1989,26-29
1990,26-29
1991,26-29
1992,26-29
1993,26-29
1994,26-29
1995,26-29
1996,26-29
1997,26-29
1998,26-29
1999,26-29
2000,26-29
2001,26-29
2002,26-29
2003,26-29
2004,26-29
2005,26-29
2006,26-29
2007,26-29
2008,26-29
2009,26-29
2010,26-29
2011,26-29
2012,26-29
2013,26-29
2014,26-29
2015,26-29
2016,26-29
2017,26-29
2018,26-29
2019,26-29
2020,26-29
2021,26-29
2022,26-29
2023,26-29
1997,26-64
1998,26-64
1999,26-64
2000,26-64
2002,26-64
2004,26-64
2005,26-64
2006,26-64
2007,26-64
2008,26-64
2012,26-64
2013,26-64
2014,26-64
2015,26-64
2016,26-64
2017,26-64
2018,26-64
2019,26-64
2020,26-64
2021,26-64
2022,26-64
2023,26-64
1986,27-15
1987,27-15
1990,27-15
1991,27-15
1996,27-15
1997,27-15
1998,27-15
2000,27-15
2001,27-15
2002,27-15
2003,27-15
2004,27-15
2005,27-15
2006,27-15
2007,27-15
2008,27-15
2009,27-15
2010,27-15
2011,27-15
2012,27-15
2013,27-15
2014,27-15
2015,27-15
2016,27-15
2017,27-15
2018,27-15
2019,27-15
2020,27-15
2021,27-15
2022,27-15
2023,27-15
1987,27-16
1988,27-16
1989,27-16
1990,27-16
1992,27-16
1993,27-16
1994,27-16
1995,27-16
1998,27-16
1999,27-16
2000,27-16
2001,27-16
2003,27-16
2005,27-16
2006,27-16
2007,27-16
2008,27-16
2009,27-16
2010,27-16
2011,27-16
2012,27-16
2013,27-16
2014,27-16
2015,27-16
2016,27-16
2017,27-16
2018,27-16
2019,27-16
2020,27-16
2021,27-16
2022,27-16
2023,27-16
1983,27-25
1984,27-25
1985,27-25
1986,27-25
1987,27-25
1989,27-25
1990,27-25
1991,27-25
1994,27-25
1995,27-25
1996,27-25
1997,27-25
1998,27-25
1999,27-25
2000,27-25
2003,27-25
2004,27-25
2005,27-25
2006,27-25
2007,27-25
2008,27-25
2009,27-25
2010,27-25
2011,27-25
2012,27-25
2013,27-25
2014,27-25
2015,27-25
2016,27-25
2017,27-25
2018,27-25
2019,27-25
2020,27-25
2021,27-25
2022,27-25
1986,28-7
1987,28-7
1988,28-7
1989,28-7
1990,28-7
1991,28-7
1992,28-7
1993,28-7
1994,28-7
1995,28-7
1996,28-7
1997,28-7
1998,28-7
1999,28-7
2000,28-7
2001,28-7
2002,28-7
2003,28-7
2004,28-7
2005,28-7
2006,28-7
2007,28-7
2008,28-7
2009,28-7
2010,28-7
2011,28-7
2012,28-7
2013,28-7
2014,28-7
2015,28-7
2016,28-7
2017,28-7
2018,28-7
2019,28-7
2020,28-7
2021,28-7
2022,28-7
2023,28-7
1977,3-22
1978,3-22
1979,3-22
1980,3-22
1981,3-22
1982,3-22
1983,3-22
1985,3-22
1986,3-22
1988,3-22
1989,3-22
1990,3-22
1991,3-22
1992,3-22
1993,3-22
1994,3-22
1995,3-22
1996,3-22
1997,3-22
1998,3-22
1999,3-22
2000,3-22
2001,3-22
2002,3-22
2003,3-22
2004,3-22
2005,3-22
2006,3-22
2007,3-22
2008,3-22
2009,3-22
2010,3-22
2011,3-22
2013,3-22
2014,3-22
2015,3-22
2016,3-22
2017,3-22
2018,3-22
2019,3-22
2020,3-22
2021,3-22
2022,3-22
2023,3-22
1960,307-14
1961,307-14
1962,307-14
1963,307-14
1964,307-14
1965,307-14
1966,307-14
1967,307-14
1968,307-14
1969,307-14
1970,307-14
1973,307-14
1974,307-14
1975,307-14
1976,307-14
1977,307-14
1978,307-14
1980,307-14
1981,307-14
1983,307-14
1989,307-14
2020,307-14
2021,307-14
2022,307-14
2023,307-14
1989,307-5
1993,307-5
1994,307-5
1995,307-5
1996,307-5
1997,307-5
1998,307-5
1999,307-5
2000,307-5
