regine;main;Q_median;Y_lat;X_long;Y_utm;X_utm;ln(A);ln(C_L);ln(Q_N);ln(R_L);R_G;R_G,1085;A_Glac;A_Agr;A_Bog;A_L;A_For;A_Mount;A_U;A_LE;H_10;H_20;H_30;H_40;H_50;H_60;H_70;H_80;H_90;H_MAX;H_MIN;H_F;Y_G,Lat;X_G,Long;Y_G,UTM;X_G,UTM;ln(O);C_S;ln(R_TL);R_TL,net;P_Jan;P_Feb;P_Mar;P_Apr;P_Mai;P_Jun;P_Jul;P_Aug;P_Sep;P_Oct;P_Nov;P_Dec;ln(P_N);ln(P_Med1Max);ln(P_Med2Max);ln(P_Med3Max);ln(P_Med4Max);ln(P_Med5Max);ln(P_S);T_Jan;T_Feb;T_Mar;T_Apr;T_Mai;T_Jun;T_Jul;T_Aug;T_Sep;T_Oct;T_Nov;T_Dec;T_N;W_Jan;W_Feb;W_Mar;W_Apr;W_Mai;W_Jun;W_Jul;W_Aug;W_Sep;W_Oct;W_Nov;W_Dec;ln(W_N);ln(W_Med1Max);ln(W_Med2Max);ln(W_Med3Max);ln(W_Med4Max);ln(W_Med5Max);ln(Q_N,SN);ln(A_P);ln(D);ln(D_net);ln(M_200,h) ;ln(M_200,d );ln(M_200,d,SN)
209;3;88.9;69.7333527;22.1410999;7752271;775521;5.733341277;3.5138443;3.24998682;3.875438969;16.09829799;15.62807279;0;0;4.853583563;6.147872513;6.795016988;78.62805371;0;0.287670645;403;560;591;607;616;626;641;670;716;910;10;900;69.62994373;22.53537647;7742785.636;791701.1985;11.74141887;5.361725072;13.0331926;330002.8935;34.32124083;29.8624377;28.20272927;22.6968504;24.82770223;35.3564623;61.92928797;60.41263223;44.12154223;46.9279829;37.47269673;34.8659331;6.133392615;3.086250171;3.297070679;3.433888038;3.549556954;3.675165293;4.068887209;-14.49351984;-13.86720232;-11.41319448;-6.297886366;0.202515565;6.560592947;9.959558065;8.330629153;3.451985969;-2.361929213;-8.610770953;-12.96994572;-3.459097265;0.533663333;0.669976667;0.706206667;18.57870333;185.51448;81.15450667;65.13750667;64.48711333;42.01803333;27.45758333;3.9508;0.97031;6.196808386;4.481184423;4.385643524;3.712614546;4.11468483;4.49415378;6.528667288;0.899677688;7.299851326;6.973515425;3.218875825;4.304065093;3.891820298
72;5;93.045;60.8499947;7.114255;6771850;72197;5.591583817;3.416085994;4.130676491;3.88547367;32.33;30.69;3.07;0.29;0.46;4.18;11.27;77.15;0;0.739051662;808;1007;1125;1211;1273;1327;1381;1444;1508;1761;16;1745;60.73262216;7.23048898;6757959.957;76931.77921;11.60102262;17.1167453;13.00583996;376142.2675;126.5453603;81.959216;99.17958933;45.37884277;56.47772397;82.0587687;99.4494897;128.0405472;180.043184;178.3478981;142.0757587;145.8521267;7.219208934;3.792259936;4.227228587;4.442223153;4.597282822;4.689423877;4.174124742;-8.96966137;-9.116587235;-7.789493655;-4.749654644;0.766826753;5.367638483;7.229893673;6.962889988;3.165055153;-0.212503598;-5.030622304;-7.587566197;-1.663648746;8.42104;5.180353333;7.55744;17.30081;178.9060633;436.2083333;304.5587567;180.13186;167.61999;124.4140233;30.29277333;14.36672333;7.296384907;4.389067031;4.33410297;3.618177062;3.993883484;4.397075898;7.821847706;0.898316477;7.414256138;7.246138905;2.944438979;4.49980967;4.553876892
47;1;51.24781;60.2834778;6.2981968;6714747;19737;4.372102553;2.576421759;4.556190004;2.956991445;64.74;69.92;8.88;0;1.22;6.7;27.07;52.53;0;1.39;401;523;681;843;959;1083;1197;1314;1397;1642;67;1575;60.2633203;6.404633167;6711616.385;25380.46581;10.70937923;19.28316707;11.75350705;101663.0547;204.3049583;140.8418333;168.6462083;87.555;90.02641667;122.1375;136.8414583;162.6754583;260.1234583;268.3941667;238.7073333;240.6454583;7.659595452;4.115178112;4.56672817;4.739460665;4.960249483;5.081536344;4.153671026;-6.435912634;-6.691482964;-5.418537634;-2.6202;2.690638441;7.017944444;8.579232527;8.342045699;4.873747222;1.790251344;-2.635077778;-5.242635753;0.354167743;49.01916667;33.3459;45.6795;79.49506667;277.2492333;428.5746667;358.6794667;256.6775;254.1982333;225.3821;111.5864333;79.70466667;7.696027137;4.456737772;4.375952416;3.690116569;4.078269466;4.470323107;8.188958579;0.570478604;7.381404495;7.157316686;3.218875825;5.323009979;5.036952602
12;64;104.6879765;60.5104294;7.8694949;6729481;108942;5.949052748;3.504694094;3.687878954;3.875532535;6.575622424;7.605872415;6.455363182;0.027316718;1.200472189;11.48749285;1.536727978;78.37393985;0.01658515;7.422294708;1146;1185;1216;1246;1291;1341;1404;1453;1563;1930;985;945;60.53569334;7.672604116;6733269.255;98509.76208;11.8966234;9.025863771;13.38969543;449066.6772;75.45657057;49.34377087;64.70980767;33.79862653;46.81222217;64.55963247;81.0193873;94.2466314;103.0287664;103.4792384;83.80997343;78.42787387;6.778435008;3.397437037;3.712736303;3.914871953;4.001681371;4.141744348;4.087315304;-10.11400104;-10.18729892;-8.881746673;-5.595703704;0.050020041;4.97024526;6.886876641;6.535140678;2.628376774;-0.879073756;-5.908779531;-8.599800183;-2.424645367;0.851633333;0.057633333;0.097596667;3.64775;182.4456033;403.0044333;211.1466733;127.5713633;104.9872867;70.79728667;7.845546667;0.732313333;7.014980663;4.553648048;4.431213564;3.728117606;4.10962578;4.52272546;7.491240224;0.960184628;7.440642683;7.065873909;2.944438979;4.262679877;3.988984047
37;27;8.965;59.7226906;6.5650258;6650715;26431;2.520112906;1.614005566;4.627225177;1.844464154;126.067444;115.7365352;0;0;0;7.24;1.93;90.83;0;2.80573018;714;752;803;869;972;1048;1131;1231;1314;1534;663;871;59.7406336;6.583356852;6652526.845;27722.75851;9.767643107;18.04026864;10.14117381;19284.23016;184.9941669;129.472222;150.3541666;79.9111114;85.97833323;111.2688891;119.6405558;152.2872218;234.4575004;247.335278;226.191944;221.2566669;7.572064646;4.026987254;4.437293802;4.666892243;4.811371013;4.959458947;4.092189831;-6.791881714;-6.939932614;-5.800376341;-2.929296303;2.245340515;6.63736111;8.233001798;8.075582438;4.650092578;1.532195337;-2.885814817;-5.577840498;0.037369291;15.0363;9.178633333;11.20196667;50.70873333;342.5808667;452.2337667;321.0669667;232.6399333;230.2452333;207.3221333;86.4251;44.7734;7.602607522;4.591697133;4.499823407;3.814940908;4.215414382;4.613407786;8.371764448;-0.339774923;7.621060901;7.346930045;3.36729583;5.236441963;4.882801923
168;1;30.685;67.8465881;15.5039797;7525847;521208;4.266896327;2.402097704;4.236422661;2.642622396;39.37;25.61;0.42;0;0.74;12.92;20.62;56.3;0;9.407959445;61;139;246;361;453;516;610;696;809;1170;56;1114;67.86051716;15.62973882;7527443.746;526486.5986;10.67064664;21.5405535;11.81610508;97927.66455;114.3608333;92.89060207;80.7506486;63.6870834;58.0346295;69.99560247;93.7831484;96.6190742;130.4036109;183.6211106;113.6231478;133.1658335;7.115529586;3.832318194;4.208107179;4.470058185;4.551278487;4.664008903;4.119724019;-6.634959665;-6.425394436;-5.077337215;-1.893569433;3.253334839;7.772833339;10.38876644;9.818803753;5.617737652;1.686190253;-2.534891968;-5.264271198;0.892270196;39.82943333;35.0703;28.50513333;83.68626667;278.9825;182.5760667;112.3531333;101.4133;134.0764667;169.7251;76.13693333;60.78866667;7.172534548;4.202034851;4.090238222;3.410518087;3.779174755;4.184400429;7.665349982;0.504004965;7.549208755;7.225088041;2.944438979;5.099866428;4.770684624
133;7;126.075;63.8040886;10.2319088;7083953;265316;5.330832958;3.129765931;4.15528286;3.452587338;14.69191312;12.83431491;0;0.353258231;8.98319899;7.553777799;20.18397349;57.01266145;0;1.065189722;225;266;297;324;348;369;390;415;455;627;87;540;63.83529094;10.40560721;7086700.934;274116.2853;11.41097112;9.148441178;12.84536197;284495.9182;155.459482;123.1178967;119.6361487;105.7149355;71.39690933;82.40184477;101.2754367;108.0236407;190.5514241;191.6272814;156.5813109;191.9182366;7.37632322;3.845488969;4.278097809;4.454412207;4.651849939;4.761974765;3.995311275;-3.692578555;-3.484335069;-1.809144483;1.087980586;6.235362259;9.888668288;11.32205712;11.23891847;7.716833874;4.549819394;0.099741089;-2.226759057;3.410546993;93.26352333;78.48169333;112.22722;237.82959;210.1651133;95.80546333;108.4098;116.62777;201.84576;198.78871;135.6957433;128.4986933;7.448705999;4.406813074;4.284100628;3.590235342;3.962266061;4.388411556;7.458571819;0.827617116;7.514529007;7.227641227;3.091042453;4.94875989;4.8978398
144;1;213.057617;65.0385132;12.6697941;7214770;390293;5.963450801;3.38154287;4.415098676;3.856035329;14.38272821;12.71921806;0.03;0;0.63;8.51;6.87;75.87;0;1.905359072;285;437;525;577;625;666;708;747;801;1083;14;1069;65.08806517;12.86325108;7219965.358;399496.2119;11.87450018;12.39985282;13.61178593;599613.5142;124.4815987;96.0259319;101.1535719;75.49244487;54.62637597;69.529171;96.33506843;100.6835302;154.9570945;161.7439576;120.6347605;139.2078545;7.166166633;3.74970315;4.02562867;4.208832523;4.392383071;4.53202861;3.989426626;-8.81427516;-8.250817278;-5.985110845;-2.22823875;3.219759029;8.062195712;10.06700745;9.406727589;5.37624729;1.777076927;-3.679432187;-6.86987787;0.173438493;27.70784333;20.23300667;27.33435333;98.36816667;383.7341667;194.07196;107.0148433;107.0827167;162.6509567;150.6309667;65.69460667;39.21595667;7.232544927;4.450998696;4.351889565;3.660512157;4.062380799;4.453911167;7.521126916;0.996705897;7.648335125;7.340589783;3.135494216;4.532599493;4.33073334
22;16;58.535;58.4458885;7.584991;6502242;67715;5.205104985;3.16758253;3.802431329;3.625673378;11.26;6.23;0;0.39;12.07;5.5;63.59;10.98;0;1.53;336;371;399;424;447;471;499;525;571;741;252;489;58.54945543;7.567940854;6513918.426;68001.47566;11.39148056;9.460262578;12.90671761;320507.3146;149.560761;107.1980437;107.2065943;69.84849673;102.3248922;96.95340627;100.7533879;140.1157437;183.2193666;204.8039128;198.5880803;150.5222649;7.38466932;3.974329074;4.355739845;4.564186829;4.73103161;4.828785362;4.169968527;-4.71893058;-5.04380153;-2.471348761;1.315738529;7.047687014;11.72429106;13.02813054;11.81288686;8.081555552;4.51144228;-0.123833939;-3.244357753;3.493288273;64.97408;53.58247333;62.8737;210.9445;309.9875533;109.5859267;109.00178;151.7936533;196.1990867;215.9272533;172.2479867;91.62572667;7.466652935;4.528755374;4.434795184;3.83832755;4.141594356;4.596633872;7.437472107;0.721379707;7.701612625;7.472555393;3.63758616;4.672828834;4.564348191
28;7;46.86;58.6929092;5.6475711;6543711;-40981;4.936988754;2.851111348;3.90941962;3.307269622;9.300467291;10.25248363;0;20.18;1.35;6.11;7.15;61.26;0.19;0.430424861;61;97;115;152;178;209;244;264;301;432;16;416;58.68772679;5.793886176;6541882.281;-32577.64372;11.20481372;6.654961218;12.10529873;131792.2778;153.8895984;113.6532388;131.2652481;81.6371158;93.71023627;103.3837118;130.0009922;159.1803545;215.1941132;229.0382976;211.1813242;177.7133808;7.49545728;4.056135626;4.345618271;4.528890181;4.691686164;4.783331204;4.195998409;-0.333784786;-0.704866247;0.971355152;3.811805349;8.450099135;11.71962176;12.9409479;13.00393731;10.39172577;7.475693588;3.643611493;1.077909713;6.037338012;153.72067;115.6393733;146.36857;102.0131567;99.93261333;109.0007467;137.2549467;167.9868433;226.1991033;241.13247;216.25175;176.0031467;7.545127236;3.990784941;3.878203735;3.185943538;3.561255182;4.004511967;7.320876395;0.639930308;7.168309974;6.851993555;3.465735903;4.744932128;4.836281907
83;4;84.5991175;61.3333282;6.172658;6831871;28590;5.132970914;2.974407333;4.512945242;3.472403824;35.45343438;28.39337593;1.03;0.86;1.09;7.63;16.78;71.6;0;1.161915008;506;671;762;867;937;1000;1069;1133;1217;1502;210;1292;61.32885228;6.342272489;6829706.456;37542.63151;11.36068196;18.57195447;12.67065622;242593.2879;196.588393;141.7685913;170.4137499;88.4204364;80.84192407;114.2028767;130.593492;147.2375991;268.7677185;256.8408728;226.2789878;237.0439486;7.629975022;4.08405871;4.439199931;4.706277923;4.944953264;5.061543392;4.036834882;-6.561242966;-6.609314292;-5.019187778;-2.28975331;3.277123003;7.308778439;8.901372896;8.601550189;4.803036383;1.701475297;-2.971113746;-5.267155643;0.489630706;38.0244;22.33843333;29.9671;71.2829;381.1696333;481.0206667;324.5607333;206.3285;268.5015;223.8985667;96.6035;54.93286667;7.695589172;4.239986111;4.116355455;3.47558237;3.83624762;4.294744598;8.182816042;0.68004423;7.537685303;7.266170694;2.944438979;5.241747015;4.912654886
15;49;10.15;60.4929657;8.4790649;6724067;142101;4.07787637;2.401689766;2.674838067;2.408548071;21.40709915;24.34532845;0;0;5.073566717;5.073566717;59.1916117;18.60307796;0;3.84906565;886;936;963;995;1028;1049;1066;1083;1101;1185;846;339;60.51257681;8.398950133;6726661.728;137876.2325;10.59558995;6.228965861;11.27392226;65620.35255;40.65492043;27.29301583;34.15317483;27.02603173;40.45518527;55.62079357;68.60925943;65.390635;56.85206393;62.66957697;51.82132267;44.1317992;6.353809499;3.199029401;3.466306193;3.641130424;3.768134309;3.834541846;4.101743256;-9.451143542;-9.136530424;-7.087323777;-3.001738976;3.11814986;8.216008806;9.790622986;8.943178026;4.701910041;0.827132612;-4.835804226;-7.783874397;-0.474951084;1.498933333;1.477;4.1023;41.76073333;252.2935;73.2946;73.12913333;70.2228;61.02716667;50.97503333;9.353133333;3.3364;6.465321264;4.193463094;4.088981308;3.522881282;3.824390612;4.278366924;6.596254423;0.390041699;7.196045886;7.01376481;2.944438979;4.158883083;3.988984047
2;11;21.17;62.3613167;11.4787827;6919394;317821;4.778787302;2.908064464;2.940747965;3.080987971;15.42706122;14.32512828;0;0;10.92804304;2.521856086;22.69670477;47.91526564;0;1.652470113;778;826;882;916;940;968;1006;1053;1106;1593;737;856;62.30651869;11.53892761;6913068.206;320609.2065;11.11535586;6.061916403;12.0372969;149708.6726;33.5852704;24.63048433;25.71441583;25.37037073;37.0566098;62.32025623;79.19706543;69.10319117;66.16230807;47.73239357;41.33703667;39.0932195;6.312283881;3.187958327;3.485753228;3.670005889;3.794086115;3.886599992;4.175647319;-12.40315596;-11.50801188;-8.25524491;-3.446813858;3.286835767;8.362799623;9.664271695;8.661707587;4.23469895;0.048511163;-6.577889851;-10.32652238;-1.521567838;1.152953333;0.6967;2.9756;42.52819333;196.9658067;72.91913333;83.28686667;71.40986667;66.97466;36.37312667;5.770233333;0.5248;6.365744996;4.158680536;4.054165377;3.393638031;3.705363244;4.198954811;6.374248885;0.571186718;7.258509598;7.1376592;3.218875825;4.510859507;4.356708827
163;9;249.65;66.9190903;15.3207521;7422397;514032;6.947197122;3.733755521;3.525183361;3.997745911;17.16762242;14.68557643;0.67;0.25;0.92;1.84;18.7;68.75;0.02;0.018045691;463;613;687;756;847;946;1024;1103;1203;1741;47;1694;66.74326229;15.57072046;7402864.679;525115.0675;12.27302916;11.32774162;14.40567785;1689970.18;71.1067981;60.55897923;53.12538493;32.97054893;29.946622;38.34081267;76.91111163;66.81586673;82.53313713;91.79262967;69.8467984;79.53679177;6.624709749;3.340325853;3.688685548;3.930023795;4.035413074;4.17303538;4.2715376;-12.17084437;-11.23902725;-8.987301055;-4.829561773;0.827505741;6.136571064;8.764523702;7.880638205;3.345690647;-1.116543603;-7.067911684;-10.41129892;-2.405629941;3.674646;3.68569;2.516556667;15.701944;185.556768;276.39045;138.0530253;75.67014;74.36895067;52.31071467;9.963685333;5.944662667;6.737959624;3.952497129;3.835271094;3.114119011;3.521794512;3.885723686;7.682048784;1.581923237;7.458480724;7.39302432;2.772588722;4.804021045;4.564348191
161;1;97.454353;66.9673386;14.141819;7427997;462532;5.27709373;3.106111899;4.479493578;3.468731412;16.82452642;20.77102027;1.92;0.02;0.83;10.74;11.64;58.06;0;1.508743564;297;387;442;504;538;585;630;687;784;1186;60;1126;66.86936337;14.17627691;7417058.693;463893.204;11.43004102;11.95156877;12.66712411;229598.9304;161.5953125;136.8242302;125.8364974;96.15289383;74.99908653;80.36654813;119.3530457;125.8010998;197.8514724;236.3829949;172.8667006;192.6847041;7.450494941;4.069130877;4.4213297;4.605035662;4.801515203;4.886594132;4.10957976;-6.557202106;-6.15289116;-5.012821363;-2.054091357;2.927549804;7.180505368;9.592348681;9.229532754;5.337226723;1.704503575;-2.771799212;-5.307482137;0.676281631;46.40719;33.60831;32.72921667;99.68438333;389.5035367;326.9563667;183.3345033;139.65705;197.9767767;211.5055533;96.35094333;77.79258333;7.515075697;3.992587955;3.877511825;3.154280816;3.565872055;3.953070728;8.055715023;0.754807994;7.390030376;7.066995555;2.944438979;5.529429088;5.176149733
156;27;32.71;66.4408569;13.8567638;7369517;449012;3.778491613;2.407276018;4.572646994;2.422144328;51.89;40.31;12.5;0;0.41;2.63;3.52;65.64;0;0.115638012;275;346;393;442;494;573;686;855;1015;1287;78;1209;66.45697296;13.74078328;7371394.209;443869.0184;10.31699058;13.17039268;11.55336632;89741.05904;186.7544441;153.3977776;151.7866667;113.3720136;94.64958317;104.2521525;143.0295833;154.9444443;220.8685413;264.41618;190.1790971;216.8290968;7.598138433;4.245156338;4.595319749;4.76453937;4.911582005;4.993213577;3.992890382;-7.244083788;-6.774362096;-5.378069009;-2.249490726;2.77739247;7.152576394;9.496646517;9.156384403;5.180361117;1.546377685;-3.138516201;-5.774034522;0.395931854;44.08926667;32.29696667;41.36076667;119.5996333;399.082;371.9423333;280.8655333;202.7246333;220.6748;236.1399;104.5958333;86.14166667;7.668333668;3.911574641;3.809035172;3.120388207;3.490954045;3.92874451;7.89332878;0.369256309;7.774874709;7.626192068;3.044522438;5.327876169;4.8978398
173;3;77.345093;68.1673355;17.5438118;7563696;605550;5.918033269;3.536211707;3.548754946;3.982702792;20.89006382;13.44219391;0.269280483;0;0.269280483;11.57906075;1.884963378;84.28479104;0;3.072559541;693;855;885;936;968;1009;1060;1128;1231;1675;69;1606;68.05242073;17.79176953;7551323.215;616387.7015;11.7192144;10.3419399;13.31432224;467864.422;66.72036167;58.15360683;42.7503437;39.12567887;39.63247813;52.43284783;79.04850093;80.8344272;88.82960317;104.9791361;69.91137577;73.44020223;6.679421485;3.280408834;3.584014843;3.826171131;4.04062327;4.110021312;4.115413337;-14.1304648;-13.45559818;-10.94938527;-6.509485897;-0.469503316;5.307243979;8.31476562;7.307304154;2.55408495;-2.652842068;-8.439743689;-12.29056892;-3.78451612;1.742086667;1.735573333;0.78271;10.82016333;261.8661933;367.4945233;136.27667;103.6159533;96.10567;66.07357;6.184003333;3.003763333;6.961960167;4.062361688;3.954134952;3.304488987;3.655652882;4.090909365;7.629412708;1.106574151;7.396288968;7.137900567;2.995732274;5.087596335;4.394449155
62;18;73.98;60.6535912;5.8999982;6758676;3561;4.282344411;2.800172847;4.635020208;3.083128441;33.58290845;32.00990273;0;0;0;2.762049441;20.71537081;64.90816186;0;0.3223417;399;514;593;675;754;821;877;932;985;1109;219;890;60.70561245;5.977348551;6763779.695;8583.544625;10.79074437;19.35612985;12.1832783;171975.0811;244.839087;172.718082;207.3712327;108.7652971;103.4009134;133.9233792;149.1428767;179.5262556;317.986621;323.231918;287.4822834;287.2425579;7.830278749;4.322225733;4.712487688;4.972848075;5.141403172;5.254501455;4.234737341;-5.229817354;-5.530173021;-3.940008828;-1.262665139;4.154955084;8.16557079;9.573763457;9.297457648;5.886550992;2.900829259;-1.594123298;-4.101746958;1.526716053;80.87933333;50.78186667;65.42446667;112.2053;433.0386333;448.4621667;297.7991333;225.2641;331.9057667;316.5485;174.1133;121.0698333;7.88513825;3.895268047;3.743149101;3.219029669;3.512807574;3.991047463;8.386844632;0.399355325;7.900933892;7.772760456;3.17805383;5.38907173;4.997212274
11;4;1.3;59.8894196;10.0831976;6649313;225005;1.891604804;1.462736781;2.992727765;1.439319424;41.72767473;52.47571217;0;0;6.03;7.99;85.67;0.15;0;3.618421681;457;475;481;493;510;543;595;615;631;673;430;243;59.90675555;10.08235268;6651258.909;225088.0821;9.502652165;8.82787795;9.206352394;6507.568319;59.42407393;45.96629603;52.2218516;45.65444407;63.28518523;74.2166667;90.70259277;97.2051848;96.9092592;104.6874073;88.202593;63.1251854;6.781739278;3.525216091;3.888981804;4.04217369;4.177970588;4.240367048;4.203057845;-7.170728787;-6.728802221;-3.741039422;0.811481491;7.159892452;12.13007406;13.37605735;12.03494623;7.43391358;3.202652335;-2.173962979;-5.458602144;2.572990162;5.719;7.695666667;18.90966667;167.187;247.4746667;84.45433333;101.375;107.172;112.0686667;102.829;40.267;14.61766667;6.917477531;3.931775375;3.814325377;3.090226286;3.465134778;3.866140165;6.768087845;-0.703292082;7.31474759;6.889116331;3.401197382;4.795790546;4.189654742
12;95;128.6228335;60.5252724;8.1805086;6729316;126128;6.343546459;3.891693135;3.574590308;4.210836298;7.951001243;6.348933828;4.386732456;0.190789474;2.815679825;11.00997807;5.22247807;74.20997807;0.03125;3.591551922;1041;1140;1183;1216;1246;1289;1351;1430;1531;1930;766;1164;60.53018655;7.773515061;6732335.955;104186.9945;12.02258776;8.732982456;13.84904245;763930.1669;68.99395893;45.3392863;59.18182307;32.432301;46.86569327;63.69761057;77.91734537;88.1683656;94.40632443;96.26033657;78.7588792;72.41531003;6.714701013;3.3003302;3.660083849;3.816347978;3.995856479;4.077706921;4.203135262;-10.01426775;-10.04002611;-8.63313122;-5.2225237;0.499143589;5.454840696;7.324698266;6.899678559;2.944397827;-0.614654676;-5.739891841;-8.472556481;-2.134524404;0.815076667;0.194103333;0.462526667;7.8613;207.0769067;344.3665;174.59781;113.8680667;96.92563333;67.66163;8.44673;1.17992;6.930940613;4.173471835;4.022201325;3.345525765;3.733732547;4.179367326;7.363549223;1.228713982;7.50549599;7.2026852;2.944438979;4.248495242;3.970291914
