regine;main;Q_median;Y_lat;X_long;Y_utm;X_utm;ln(A);ln(C_L);ln(Q_N);ln(R_L);R_G;R_G,1085;A_Glac;A_Agr;A_Bog;A_L;A_For;A_Mount;A_U;A_LE;H_10;H_20;H_30;H_40;H_50;H_60;H_70;H_80;H_90;H_MAX;H_MIN;H_F;Y_G,Lat;X_G,Long;Y_G,UTM;X_G,UTM;ln(O);C_S;ln(R_TL);R_TL,net;P_Jan;P_Feb;P_Mar;P_Apr;P_Mai;P_Jun;P_Jul;P_Aug;P_Sep;P_Oct;P_Nov;P_Dec;ln(P_N);ln(P_Med1Max);ln(P_Med2Max);ln(P_Med3Max);ln(P_Med4Max);ln(P_Med5Max);ln(P_S);T_Jan;T_Feb;T_Mar;T_Apr;T_Mai;T_Jun;T_Jul;T_Aug;T_Sep;T_Oct;T_Nov;T_Dec;T_N;W_Jan;W_Feb;W_Mar;W_Apr;W_Mai;W_Jun;W_Jul;W_Aug;W_Sep;W_Oct;W_Nov;W_Dec;ln(W_N);ln(W_Med1Max);ln(W_Med2Max);ln(W_Med3Max);ln(W_Med4Max);ln(W_Med5Max);ln(Q_N,SN);ln(A_P);ln(D);ln(D_net);ln(M_200,h) ;ln(M_200,d );ln(M_200,d,SN)
124;14;44.47;63.3882103;11.7954922;7032848;339893;5.210851341;3.123867533;3.518091133;3.415486949;26.18119627;21.42498176;0;1.1;20.29;1.19;45.31;26.42;0.01;0.006749574;441;494;549;599;650;706;760;827;885;1109;159;950;63.28400261;11.86065858;7021124.887;342556.0422;11.21355398;6.449245156;12.96025293;412587.9343;65.6864874;54.8747312;53.74523317;51.19869197;44.74720467;74.48059133;106.0429926;93.71155947;116.3145162;94.06057357;67.0901614;78.36259847;6.802745081;3.511858345;3.820661993;4.008534808;4.115257863;4.21951561;4.119275189;-8.270675801;-7.645241698;-5.208350676;-1.628734161;4.141353919;8.694267623;10.19445427;9.660350905;5.671765846;2.108949609;-3.344126641;-6.140160135;0.686154422;11.69378667;11.18158;18.17142;96.65542;269.20356;100.3226133;114.88554;102.5357533;123.2460933;92.28925333;34.25264;20.05559333;6.902233314;4.058102376;3.937531309;3.324447393;3.671001715;4.117976347;6.832064892;0.905052637;7.749401585;7.719353295;3.17805383;4.077537444;4.248495242
26;5;302.07489;58.8594017;6.7906442;6553464;27190;6.695217784;3.944352688;4.336898507;4.315472751;9.272000962;6.608861397;0;0.247362497;1.85521873;12.98653111;8.162962413;73.96138671;0;0.669738432;685;764;824;877;906;948;998;1058;1139;1420;463;957;59.06993105;6.888095823;6576009.237;35499.4937;12.55588651;12.36741436;14.4613105;1232002.035;162.2179123;111.8797194;121.4719553;64.73856033;87.77742563;95.58166243;99.08191853;129.3925492;190.1386676;217.8859321;198.4211961;186.5609445;7.417669554;3.938877017;4.309432649;4.552299311;4.655184263;4.818632877;4.129636994;-6.5259612;-6.76221953;-5.081485289;-1.867077004;3.39462419;7.88158253;9.348769688;8.819721332;5.413980343;2.109750994;-2.446017192;-5.334545809;0.745926921;15.40927667;15.35312333;14.23623333;68.40488;426.5306667;392.2132533;187.2803733;146.97513;200.987;208.6684133;96.07936333;43.06635667;7.503953176;4.35818554;4.278255202;3.639552907;4.013221452;4.396209942;8.292061741;1.047086551;7.766092718;7.328933291;3.496507561;4.644390899;4.615120517
127;12;24.73;63.6564789;12.210722;7061748;361931;4.580979947;2.403858138;3.572345638;3.034926895;8.605993773;6.15400672;0;0.025904772;30.13672665;7.715199151;27.39840275;18.52380712;0.006318237;4.38206537;453;490;508;527;543;563;590;619;657;846;415;431;63.67187025;12.25534227;7063343.501;364130.9121;11.1051144;5.924583394;12.38452545;199223.7794;75.77404083;62.94323273;63.7961954;57.20629633;52.9668014;69.44431007;93.54286217;88.34602713;119.6638381;107.9354883;75.85303073;94.30888903;6.868786787;3.377156502;3.753784853;3.957701075;4.117121895;4.231115667;4.002230143;-8.132361249;-7.561526744;-4.91154991;-1.05101795;4.608359954;9.28591919;10.85863583;10.28629954;6.229950613;2.528634738;-2.992592601;-5.893658105;1.104591109;22.24976667;16.66936667;27.20646667;133.8845;314.0284;95.43086667;109.6565333;107.4207667;145.8175667;120.2238;52.60746667;33.9579;7.072552002;3.606464502;3.519982682;2.994771133;3.279325777;3.720936526;7.149402575;0.383620822;7.8035455;7.621204044;3.17805383;4.304065093;4.143134726
109;12;80.75;62.5269814;9.0800266;6946858;195609;6.160658648;3.153862352;3.269188639;3.5411716;38.45560404;36.05031758;0.4221725;0;1.055431249;3.377379997;13.50951999;78.94625744;0;0.083715043;870;1065;1190;1274;1346;1410;1481;1566;1664;1981;259;1722;62.45823913;9.026888357;6939694.906;192419.7322;11.77864683;15.11797787;13.10956529;421993.5868;60.20282777;46.85550607;53.0592448;37.6615169;31.62554137;51.24566233;75.24077647;67.51814847;72.4863464;66.1365452;61.5286536;71.67589767;6.544252316;3.243710184;3.643649046;3.774986093;3.912819708;4.016277132;3.991935267;-10.0823656;-9.700251787;-7.948968162;-5.121425216;1.002543426;5.352847339;6.789128525;6.527133327;2.435567899;-0.819309587;-6.031494773;-8.452346076;-2.170745057;1.37601;1.60431;2.088493333;16.68667333;226.7477067;256.17292;125.3178533;79.21325333;68.30672667;48.57539667;6.718166667;2.148473333;6.727379009;4.322035358;4.255251607;3.642740334;3.991808356;4.416845205;7.606043481;1.289767099;6.948906644;6.792086748;2.833213344;4.663439094;4.043051268
16;122;14.39;59.6413994;8.311718;6630479;123333;3.743367639;2.48906466;2.952824773;2.91939104;20.47;25.36;0;0;11.64;3.1;59.79;21.85;0;0.27;790;822;848;880;914;946;992;1048;1093;1199;717;482;59.67830367;8.260424151;6634871.135;120850.9227;10.75241093;11.21306903;11.70226395;106410.1941;73.45039673;54.53865077;61.61571413;44.26023827;71.34166667;86.26349227;94.94111127;105.271905;110.1985717;115.8246824;89.26500037;71.99944437;6.886501891;3.555007861;3.884015378;4.045241849;4.205207763;4.334064247;4.204448159;-8.334823365;-8.378908456;-6.357368156;-2.317896817;3.638783911;8.892661383;10.4075832;9.388033801;5.312145507;1.649214037;-3.465579363;-6.713589355;0.310021361;2.7998;2.340666667;3.137166667;47.94103333;391.0645;159.3229667;102.6846667;113.3589667;118.7059667;106.7892667;26.3422;9.3723;6.988283561;3.947054373;3.873914736;3.298249425;3.57338322;4.012969462;6.963707114;-0.101288014;7.958896308;7.831689021;3.295836866;4.543294782;4.248495242
156;34;44.264246;66.7386551;15.0234175;7402247;501032;5.056309498;2.751700946;3.721830554;3.33742533;19.04317617;19.94322678;0;0;0;10.82733584;0;87.89249092;0;5.394018313;706;752;827;896;951;995;1057;1105;1185;1737;632;1105;66.78464257;15.10074856;7407375.301;504431.9949;10.92296813;8.548239573;12.61199035;227086.5214;97.2039828;81.27432893;72.5384417;47.2053684;39.99071407;47.15270543;82.83987043;77.09517243;111.2633765;132.5122945;96.63430723;110.9585282;6.90441881;3.641049065;3.964775623;4.258101093;4.359265498;4.449195876;4.137156231;-11.24016268;-10.54506531;-8.91721267;-5.373862916;0.038497426;5.10139105;7.818637069;7.193107094;2.819829723;-1.417782438;-6.699774878;-9.648591672;-2.572582517;1.843133333;1.850366667;0.044;5.559783333;187.0922333;405.2824333;205.2583833;88.69805;94.4766;68.19705;9.115016667;3.835933333;6.976584255;3.968427906;3.871471558;3.15168098;3.545953437;3.948768147;7.977329413;1.041096643;7.55568085;7.276776878;2.833213344;5.308267697;4.836281907
36;13;28.675;59.5815849;6.5395789;6635268;23002;3.542118073;2.032220464;4.520809837;2.104743725;51.43205363;24.5378834;0;0;0;2.895193978;2.895193978;86.85581934;0;1.213991553;663;708;747;784;833;900;995;1065;1194;1535;563;972;59.6037299;6.566461211;6637475.651;24907.44235;10.4162706;17.43140707;11.50170238;85242.12228;192.6792381;133.7185712;155.1524756;81.27447613;86.16638093;111.2121903;120.0942858;149.9311429;234.5260004;248.5786666;234.9642856;229.8810475;7.589931883;4.129895553;4.457763373;4.745106026;4.884910085;5.006149046;4.158876632;-6.011572978;-6.160325712;-4.833035332;-1.863809529;3.3347834;7.619568254;9.111658975;8.891585242;5.499625388;2.373898617;-2.088838086;-4.837188934;0.919695775;28.7666;19.88236667;23.69636667;87.06976667;409.7514667;410.206;261.8746333;201.3208667;243.1981;234.2308;124.1478333;72.86;7.657757538;3.924754384;3.812691222;3.12334731;3.499256425;3.908758735;8.403494795;0.033602756;7.959584304;7.811132911;3.36729583;5.283203729;4.86753445
210;1;57.86;69.9211807;22.0797729;7772819;770736;5.137737732;2.985304933;3.312366168;3.349080478;28.54981999;26.12677254;0;0.264193037;0.849087066;5.492279692;11.68650561;78.90345212;0.003669348;0.225832656;253;400;462;540;597;634;660;696;765;989;86;903;69.88452767;22.2717444;7769720.272;778589.6522;11.24952678;10.55501013;12.33376984;179049.4284;39.87758267;35.40352777;32.5948537;25.71163743;24.82631543;34.7138793;55.2183036;54.50352827;46.28360577;58.14707577;44.04087683;43.95397663;6.205113493;3.02510652;3.392907751;3.560854999;3.642245944;3.711687536;3.988284986;-12.73623405;-12.19318013;-10.16636486;-5.613140354;0.445800157;6.400151393;9.894230016;8.521197901;3.918473022;-1.561370199;-7.458652381;-11.4323901;-2.665123299;2.313226667;2.521526667;2.42468;29.72218;185.24654;89.19457333;58.64018;57.74844667;45.54112;39.97652;9.393973333;4.075;6.26681711;3.963442781;3.869422485;3.183096259;3.56332042;3.954370911;6.676270875;0.795966236;7.196032109;6.957679451;3.218875825;4.276666119;3.912023005
189;2;14.277384;68.6223526;16.7758465;7613296;572232;3.859044081;2.259852346;3.818371449;2.735016649;39.29;31.49;0.06;0.02;3.08;9.22;19.93;65.54;0;3.439372317;214;280;342;396;502;563;644;719;816;1298;142;1156;68.59765904;16.84747525;7610681.187;575230.6329;10.71744513;16.1937815;11.25378335;51488.73839;87.67903707;81.56177773;63.9681478;55.35133313;47.9441482;54.1028146;73.70577803;78.48022227;94.69222187;125.2683703;92.49096313;100.570889;6.862565115;3.278443681;3.633014317;3.899185405;4.062337766;4.15280563;4.002751515;-8.195280757;-7.863576986;-6.297455204;-2.746170362;2.387949829;7.043570389;9.926246112;9.281168452;5.151679007;0.873247311;-3.407002468;-6.442788526;-0.024034434;16.87363333;18.87236667;14.30603333;78.45853333;316.329;158.8415;88.02906667;84.02573333;97.59953333;109.0407333;45.10136667;27.6174;6.961385994;3.843319293;3.721636645;3.098029414;3.45224707;3.870559797;7.256640054;0.049354233;7.394739268;6.99007431;2.995732274;4.510859507;4.276666119
50;2;136.52269;60.4098511;7.2810931;6721981;75455;6.217065078;3.297317251;3.542118073;4.092175545;12.74;9.39;4.72;0.03;4.7;7.5;1.86;80.4;0;1.31;1061;1136;1181;1217;1237;1260;1287;1323;1390;1857;735;1122;60.38010132;7.4876089;6717250.388;86276.06681;12.00843702;6.641026548;13.86351578;846611.5794;79.72034807;54.7495114;69.22864773;35.8781057;45.2501069;61.12926387;78.4293172;86.28076967;103.738025;109.7695712;90.0675229;89.45690773;6.806495342;3.276644495;3.705914751;3.911271713;4.037777747;4.1504816;4.222395273;-9.479177577;-9.60021442;-8.320986549;-5.047660212;0.576301769;5.480352297;7.37477373;7.027004574;3.197104883;-0.26309108;-5.230521638;-7.991968947;-1.856506931;1.0096;0.2344;0.5656;6.673933333;216.4519333;353.5824;152.8155333;103.9345333;106.3164667;78.1826;12.13913333;1.764266667;6.940871242;3.954378532;3.837284818;3.199783165;3.511078296;4.018794789;7.899032664;1.116383338;7.646450706;7.431932207;2.995732274;4.465908119;4.369447852
85;1;89.087952;61.6433144;5.3756099;6872170;-8660;4.581287246;2.822626272;4.938136283;3.115291509;44.18;41.57;1.45;0;0.25;12.79;10.01;67.42;0;4.121077115;294;399;527;626;713;779;840;958;1062;1345;8;1337;61.70291717;5.437256465;6878153.637;-4279.969788;11.02429334;19.72422503;11.96502877;109411.141;244.0845;181.8976;205.9281;127.5862333;106.2622667;130.7400333;152.4555;185.1899;323.654;321.641;298.9598;298.1595667;7.854209873;4.21396295;4.557874155;4.793092695;4.977912358;5.094660829;4.148733398;-4.299613978;-4.371633949;-2.739158065;-0.596932222;4.589403226;8.001023333;9.561705376;9.45643871;6.071356667;3.501913978;-0.861332222;-2.98254086;2.110885833;120.7566667;76.109;103.254;141.312;402.8063333;410.0146667;292.5723333;236.8113333;327.213;309.5983333;194.8476667;146.8616667;7.923767175;4.030694552;3.911356135;3.217708491;3.577753918;4.00849414;8.418232619;0.464749189;7.383741528;7.021580755;3.044522438;5.384495063;5.023880521
209;2;47.581669;69.8430634;22.0231018;7763906;769579;4.918081312;3.11386008;3.418054499;3.351773236;23.49989377;20.63974774;0;0;1.160505339;5.724824484;4.760860026;87.23581249;0.005484862;0.522455184;427;497;538;570;604;631;664;698;740;911;7;904;69.80384639;22.29136583;7760717.533;780385.5276;11.24768306;9.430974601;12.33377874;179966.0571;38.88470013;34.38016773;31.15261417;25.28028783;25.54657107;34.4738848;58.2654193;57.81278163;45.65050323;53.7825658;43.04707443;42.0944122;6.195162211;3.050448652;3.340329183;3.51483648;3.637519881;3.698714036;4.017740403;-13.50376347;-12.92472846;-10.77601686;-6.058906478;0.143642756;6.23403275;9.736957541;8.319133602;3.647997609;-1.944280204;-7.988852092;-12.12707358;-3.103488073;0.659046667;1.055113333;0.746466667;23.54347333;195.4960267;89.09935333;61.247;60.57789333;44.09034667;34.97278;5.862506667;1.608953333;6.251824805;3.698483934;3.58035833;3.019473953;3.325736703;3.767762004;6.702360535;0.578153529;7.415697424;7.182442228;3.218875825;4.343805422;3.931825633
151;12;4.42;65.6446915;13.9035158;7280747;449545;2.740194654;1.455055778;3.713815939;1.738343133;25.14103815;19.45646775;0;0;19.36733376;10.47449968;64.55777921;0;0;8.156447942;432;446;463;480;500;523;540;559;583;709;430;279;65.63365651;13.90230136;7279528.267;449476.0488;10.15633462;5.320907333;10.29817318;23473.20369;128.6324445;102.4991112;103.7895555;60.0655555;47.31111127;57.4348888;84.98844453;85.75111097;130.8435558;146.2317779;116.488667;138.0944446;7.091850818;3.853758097;4.21247322;4.358971227;4.512689331;4.678172787;4.115999066;-9.979921149;-8.976262458;-6.341304658;-2.19673334;3.406738345;8.425385177;10.4413835;9.551182811;5.228644447;1.296444448;-4.626822224;-7.951483873;-0.143562415;17.00666667;16.64666667;14.4988;45.51636667;420.0827;258.0352;93.8241;92.52683333;134.4190333;129.4910333;48.68493333;28.7619;7.169730416;3.834324786;3.744044267;3.131687293;3.472019557;3.907169382;7.342756608;-0.508384683;7.557978523;7.323420127;3.044522438;5.093750201;4.844187086
127;13;144.735;63.7642021;11.7650728;7074780;340492;6.173035823;3.512300906;3.542118073;3.973866006;10.17376165;8.222133082;0;1.43;21.26;2.65;41.09;21.15;0.06;0.190378303;271;356;421;469;507;538;565;598;643;1031;39;992;63.68671329;11.96919921;7065639.059;350181.6024;12.00116081;8.249217311;13.98582877;1096396.569;74.9770195;60.8043009;63.14230287;57.7673442;56.63645887;72.50648697;97.48612007;92.51443243;123.3250753;109.8967979;77.02743403;93.28075353;6.886903919;3.465615942;3.758344566;3.97568524;4.165638612;4.287245611;4.138136272;-7.298683352;-6.813436719;-4.266915851;-0.498266936;5.175194109;9.702600959;11.21757664;10.64977803;6.605413772;2.965049294;-2.37578007;-5.15025567;1.659356184;29.18442333;22.34110667;37.53385667;140.2320167;232.9245;88.47821333;108.645;104.19728;138.63108;114.8448967;55.62185;40.46501333;7.014903509;3.939773915;3.850790654;3.293940163;3.556344268;4.039454449;7.017128752;1.079630294;7.812792949;7.734503691;3.17805383;4.406719247;4.143134726
84;30;23.02;61.5178413;6.636447;6849033;55898;3.534853766;1.819698838;4.665983025;1.991975516;155.31;114.57;46.01;0;0;5;1.28;43.28;0;0.89;911;1008;1125;1125;1305;1357;1421;1501;1589;1648;259;1389;61.50887256;6.676364726;6847782.711;58010.45469;10.3288082;17.84011812;10.39742233;22734.95302;159.4623145;114.5789817;135.139074;72.00722207;65.2243521;87.25916667;102.0119447;119.4439817;209.4035186;206.7036115;181.1604632;196.5414811;7.407885578;3.815909724;4.175988556;4.48532252;4.679787947;4.818465405;4.047235125;-8.418512547;-8.405208108;-7.071066315;-4.603854943;0.83740441;4.91595679;6.674047181;6.488545385;2.642990732;-0.356015524;-4.860864211;-7.040185182;-1.599730194;7.770133333;4.531866667;6.616233333;22.01093333;202.7476;473.787;409.1600333;253.1018667;179.5016;124.0491667;30.03023333;11.12986667;7.452655629;4.243197252;4.160105989;3.612512233;3.92075587;4.365321639;7.915549256;0.113800846;6.862568565;6.496805034;2.890371758;5.198497031;4.59511985
112;6;83.991173;62.9838333;8.9155302;6998378;191977;5.12622333;3.200554059;4.225957449;3.572633387;31.45162267;22.98963848;0;0;4.751158095;2.375579047;19.59852714;55.23221285;0;0.150846837;394;518;620;712;775;842;914;1001;1120;1663;77;1586;62.88615957;9.000758658;6987050.495;195302.7315;11.38847238;17.02046855;12.73080248;307609.989;99.37437857;80.661558;87.66179497;67.12003933;52.9213214;75.54205123;106.878304;100.1479092;138.0120112;122.9211639;109.575069;125.7319921;7.06180389;3.562943826;3.975908573;4.185396088;4.282030566;4.437556506;4.133576718;-6.860512171;-6.532510998;-4.692156906;-1.905378039;4.075118689;7.945606826;9.262679904;9.0377152;5.141766607;1.956199013;-3.024205137;-5.307288291;0.758086225;20.25625;16.19962;22.59968333;92.65014333;377.77313;228.0685967;137.59452;117.74989;148.8043167;112.67817;50.95958;33.36332667;7.214281598;4.015521805;3.928464884;3.374244823;3.659307609;4.152089235;7.718054412;0.645506227;7.604579153;7.51036466;3.044522438;4.927253685;4.382026635
155;7;50.539072;66.1032333;14.2004118;7331647;463857;5.256974403;3.059675905;3.942746178;3.359365722;17.73838691;13.67120378;7.92;0;1.58;16.30446058;12.42;41.3;0.01;11.10959597;595;597;646;729;802;860;926;1023;1213;1906;453;1453;66.05707039;14.38898208;7326428.485;472332.6958;11.31416121;11.23744814;12.65160096;241684.7024;126.4892712;104.5442359;105.8908858;60.81423573;49.32024337;60.45064217;91.32677033;94.33138893;130.1570833;150.2393231;116.6060763;136.7080206;7.112228154;3.760951783;4.063075138;4.259435917;4.371318469;4.514165048;3.999555141;-11.3545615;-10.41760404;-8.180700591;-4.322401612;1.142399214;6.216046866;8.607253016;7.932885309;3.602739008;-0.520730306;-6.151704306;-9.304357088;-1.895894669;4.41654;5.7807;2.546606667;12.04632;250.61126;493.7435067;242.9875733;119.3304467;126.1421333;99.9883;20.50274;12.51547333;7.237498929;4.213669623;4.127470371;3.528319401;3.783147447;4.324849851;7.624584645;0.850568467;7.394626558;7.13841487;2.995732274;4.983606622;4.624972813
12;8;191.983276;60.9696045;10.0883369;6769370;234267;6.838180095;4.030903837;3.08236858;4.366766507;10.50915359;8.935318994;0;1.072052659;17.58166361;4.181005371;48.77839599;19.1897426;0;0.72366892;703;791;834;878;925;969;1010;1056;1129;1521;343;1178;61.15505695;9.732333749;6791706.1;216714.3218;12.28334108;7.080798096;14.05416726;1090655.003;44.44279583;32.29491453;38.46938417;32.6097758;56.3144687;77.7253094;87.44836153;87.64013163;80.649106;83.2719442;63.01623587;45.9563924;6.592823715;3.349797257;3.743190836;3.890802638;4.011452516;4.078567261;4.199065732;-10.35412117;-9.654742001;-7.016211535;-2.427292979;4.112834761;9.214888069;10.47473232;9.21889831;4.556271129;0.345641367;-5.400721858;-8.544752325;-0.456214659;0.677386667;0.881363333;4.733036667;56.77000667;284.2193067;100.3587833;95.01368667;94.97936;84.04646;63.81595;9.39684;1.92917;6.680630501;4.087709139;3.986241933;3.341469978;3.707586378;4.117063262;6.702175387;1.462594298;7.215987163;7.064108899;2.944438979;4.442651256;4.234106505
26;6;340.474884;58.7668915;6.7438579;6543546;23231;6.869991105;4.130732472;4.306224921;4.471587068;10.6634087;8.884269053;0;0.415394521;1.661578084;11.94259248;10.17716576;72.59019254;0;0.525518596;659;722;782;834;886;917;970;1033;1121;1420;238;1182;59.0275908;6.869657721;6571642.167;33673.99221;12.68413754;12.97850931;14.61706043;1472341.592;167.4712036;115.2722477;125.9948317;67.10678423;90.8686299;98.0685675;101.4368953;133.0090288;195.7556984;224.8472388;204.6891879;191.178616;7.447575816;3.961981905;4.340280841;4.570899694;4.693687409;4.845150591;4.215594429;-6.31909996;-6.564341375;-4.844233025;-1.621389634;3.650557548;8.111027303;9.554169288;9.007383541;5.618457636;2.317559325;-2.227443172;-5.128884005;0.962813622;21.73813;20.19075667;19.94281333;80.22499333;434.1769867;373.95332;180.1564933;149.6966067;206.76613;217.4706867;108.8863167;52.42735667;7.531354393;4.217468551;4.111267418;3.455808842;3.740780761;4.25365719;8.251130826;1.093608841;7.747069326;7.332373506;3.526360525;4.787491743;4.615120517
203;2;19.38;69.7316818;19.8621216;7743432;687806;4.540631665;2.615136989;3.949896658;2.900261665;29.59474746;30.364871;5.333333333;0;5.333333333;9.6;28.8;44.8;0;7.747335882;21;66;109;168;262;383;517;700;955;1533;3;1530;69.68937366;19.96385385;7739010.001;692200.5605;10.79197574;18.83552101;11.65779883;83728.59735;74.92260867;73.39695673;54.9715578;48.12811607;35.26101467;49.20159413;61.80684773;66.236268;76.95126747;103.7781525;85.1350725;86.218768;6.704424434;3.323431659;3.676080508;3.851511161;3.982268716;4.102427747;4.140568068;-8.807348058;-8.46521829;-6.913858122;-3.04342873;2.206794055;7.174363541;10.26653343;9.212662453;4.994983083;0.508208265;-4.409619562;-7.618453715;-0.407865138;17.8638;21.47023333;18.0106;82.9001;232.3602;135.026;74.48976667;70.5165;78.5523;86.91493333;39.36806667;25.9488;6.78380221;3.995058498;3.914052214;3.336341362;3.586731795;4.118953712;7.013807784;0.656411202;7.117167165;6.794704198;3.135494216;4.934473933;4.465908119
39;2;1.33;59.4796028;5.3058381;6633533;-47910;2.038619547;1.584696281;3.735047135;1.665190813;35.29056651;18.41104397;0;1.69;9.51;13.8;33.59;0.78;0;7.906380547;11;21;27;32;37;44;53;68;101;241;10;231;59.46548941;5.334863033;6631720.131;-46404.49968;9.716257602;8.62809666;9.881425818;12084.52818;139.499;96.69733333;116.4636667;81.00533333;85.59333333;95.37866667;112.003;145.842;201.646;192.2456667;193.449;169.319;7.395808775;3.811760583;4.130756848;4.316354137;4.43946973;4.562314876;4.061227149;1.473204301;0.982916256;2.31011828;4.713566667;9.019419355;12.10822222;13.47267742;13.71444086;11.28573333;8.672698925;5.049455556;2.857817204;7.138355865;145.08;99.28666667;126.09;85.23666667;89.68333333;99.54666667;118.0933333;153.6666667;210.4366667;201.0866667;199.8866667;170.7633333;7.437710755;4.162596436;4.046960831;3.448474701;3.787670839;4.206798924;7.189429339;-0.769882776;7.842806271;7.361061703;3.295836866;4.394449155;4.465908119
121;20;51.985;63.1404572;9.8161793;7011786;238900;5.64428014;3.159069475;3.125882958;3.698978488;18.04187138;12.63838453;0;3.35;14.74;4.92;59.29;13.97;0.03;0.688412547;286;336;377;418;460;509;552;627;746;1226;205;1021;63.05470323;9.940557145;7001799.005;244587.4006;11.66109409;8.674572239;13.05727555;403848.2863;63.65178957;54.5429473;56.1783394;48.4810529;41.23383677;64.82122773;93.4760351;79.41173107;95.14332197;83.36961383;72.1033451;79.82217513;6.724115353;3.312877349;3.667624459;3.862655823;3.97843804;4.077849616;4.002008528;-6.066037731;-5.592945407;-3.510076206;-0.188318916;5.816673854;9.674400393;10.88887794;10.43143295;6.433840154;2.970541794;-2.093880687;-4.463581955;2.025077182;18.13778333;16.66985;29.96598333;136.1159833;187.2967667;78.71703333;101.5606333;86.7066;100.3981667;77.98471667;37.91271667;31.04738333;6.805183778;3.906123819;3.845125486;3.274035172;3.562071285;4.010661651;6.514740381;0.890941327;7.412995415;7.264514418;3.091042453;4.304065093;4.158883083
2;1;8.82;61.0547714;12.0207348;6772548;339180;3.63363098;2.349468679;3.026261479;2.797890905;13.34;15.43;0;0.85;26.97;1.2;70.05;0;0;0.81;473;492;517;546;566;596;627;654;679;744;449;295;61.07476654;11.95591595;6774995.141;335829.0744;10.34871378;3.753770858;10.79207527;44168.35967;42.4339321;37.47034207;41.29564107;43.26769253;62.46452993;81.77581217;91.00376043;84.80991447;99.71914507;83.7630772;70.5373498;52.71794897;6.673625532;3.434400684;3.783052636;3.944341259;4.039468621;4.143602665;4.139811873;-10.80943204;-9.972236117;-5.939633324;-0.616703693;6.193680743;11.34209688;12.50928868;10.98655914;6.314492883;1.756206239;-4.747629644;-9.054604352;0.663507116;1.152666667;2.756;9.297233333;112.6327667;245.3208667;86.67443333;96.9028;91.04226667;105.8621667;76.4413;24.13313333;1.718333333;6.749853868;3.957756569;3.867952386;3.274718996;3.532906582;4.017252847;6.244459116;0.192672479;7.158444285;7.062132987;3.258096538;4.382026635;4.343805422
2;32;56.75;61.8519402;10.2221193;6866933;248696;6.138374792;3.527720674;3.095125017;4.100761259;12.37036788;9.472356663;0;0.431685733;2.158428664;1.726742931;22.23181524;68.20634578;0;1.083813003;802;920;1018;1117;1203;1271;1356;1463;1591;2170;701;1469;61.92584572;9.937997574;6876340.963;234358.8433;11.75118759;14.05983023;13.29422659;555683.7444;25.5852014;19.0386924;21.2303373;19.37831913;36.13515797;61.94569703;77.5973276;65.76081147;54.3075288;49.5101652;35.67920263;27.8425937;6.202557854;3.115950076;3.460478984;3.638954894;3.725451916;3.837292498;4.113307683;-11.56801841;-10.83982171;-8.466632362;-4.44653854;2.073662868;7.005944912;8.336643246;7.428734004;2.961773699;-0.940915135;-6.754321582;-9.654720995;-2.0720175;0.715883333;0.8599;2.813586667;28.87935333;157.4600133;91.79201667;81.58824;68.74282;51.63718;32.80506;4.09951;0.9301;6.25828744;3.740724035;3.65737574;3.057993696;3.409014863;3.848260572;6.525720191;1.294942481;7.1558518;7.089579814;2.995732274;4.430816799;4.248495242
76;4;71.444427;61.4703331;7.206048;6840008;85404;4.953500409;3.21758811;4.378269586;2.801704103;42.91951265;26.06333442;42.35194466;0;0;5.646925955;7.764523188;40.23434743;0;0.834257761;581;815;990;1129;1278;1399;1491;1572;1678;1928;359;1569;61.55364463;7.096190376;6849972.98;80827.97578;11.22812974;17.35834542;11.41743349;71158.25679;131.1793813;88.64876203;105.0026187;51.60514263;52.6752854;69.88021463;78.61664273;97.2743338;159.4263569;163.4233094;142.6904525;152.8625238;7.164940791;3.602095324;4.054774258;4.254467167;4.42256859;4.572403452;4.215153394;-8.600719674;-8.498784678;-6.960562214;-4.12382621;1.486936243;5.714437304;7.373338712;7.007044544;3.012253178;-0.17184946;-4.88064365;-7.177339469;-1.318309614;9.752166667;6.672736667;9.336026667;39.14625;239.6433033;356.4238;256.0071067;157.10055;139.7731367;105.4572567;32.19269333;14.94027667;7.219967978;3.710948953;3.586703183;3.031273704;3.338550091;3.782230662;7.672559768;0.633125945;6.463933084;6.219161235;2.772588722;4.700480366;4.574710979
16;108;7.93;59.6022072;8.3480415;6625923;124937;3.505257052;2.252343877;2.83085763;2.63188884;22.55;22.22;0;0.75;5.65;8.39;75.4;4.33;0;5.47;698;734;766;794;819;859;898;934;968;1167;683;484;59.60496429;8.286685211;6626705.272;121647.8126;10.5549419;12.56869056;11.21093548;56189.35588;73.30181763;54.00979833;60.36222203;44.9060606;74.68696943;89.38636353;97.93131327;110.0254545;113.6582826;120.6389898;92.64767683;71.36454527;6.910670519;3.567952265;3.981803448;4.138554762;4.301625586;4.396411302;4.15665983;-7.954991867;-8.003772099;-5.782541516;-1.653245789;4.320309539;9.567723902;11.03185403;9.926177917;5.821336701;2.109885959;-3.028074082;-6.321013374;0.836137443;4.016366667;4.8681;6.273733333;68.11743333;380.7235333;132.629;105.5374;118.1369;121.2532667;112.3684333;33.49806667;14.48826667;7.00480077;3.968757734;3.882079146;3.259777831;3.551447625;4.015695864;6.827445912;-0.141929566;7.705678424;7.431225569;3.33220451;4.521788577;4.343805422
